,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
3130,2021,1분기,A,골목상권,1000713,선유서로28길,453225,225299,227926,51327,72682,99179,78785,65247,86004,82294,98019,76075,74719,77652,44467,70126,71733,70665,68810,67038,53563,51287,190103,447239,11560,11560610,영등포구
3131,2020,4분기,A,골목상권,1000713,선유서로28길,460986,231210,229775,52899,73809,98807,82379,63437,89656,84584,99666,77054,76159,78390,45134,72178,73140,72740,69888,66915,54136,51989,190103,447239,11560,11560610,영등포구
3132,2021,3분기,A,골목상권,1000712,선유서로25길,357588,177448,180140,41177,55886,85565,66500,47239,61223,103695,75948,41756,40915,52077,43200,52341,52810,52682,53068,52156,47176,47355,189724,447217,11560,11560610,영등포구
3133,2021,2분기,A,골목상권,1000712,선유서로25길,332842,165130,167713,39088,49612,79571,61719,44884,57968,83339,71016,42800,42612,53344,39729,49322,49048,48732,49392,49737,43907,42705,189724,447217,11560,11560610,영등포구
3134,2021,1분기,A,골목상권,1000712,선유서로25길,323732,163580,160151,38989,49191,75779,58815,42962,57994,76710,68920,43353,43008,53293,38448,48599,48839,48695,48241,47068,41638,40650,189724,447217,11560,11560610,영등포구
3135,2020,4분기,A,골목상권,1000712,선유서로25길,328474,165998,162477,40168,48743,75143,60514,42932,60975,76309,69883,44595,44348,54779,38559,49468,49229,49436,48555,47727,42369,41689,189724,447217,11560,11560610,영등포구
3136,2021,3분기,A,골목상권,1000711,선유서로24길,457523,224389,233134,55804,69664,101629,77247,64535,88644,91433,97675,70534,69173,78897,49810,67404,68367,69901,70513,68797,57655,54887,190127,447094,11560,11560610,영등포구
3137,2021,2분기,A,골목상권,1000711,선유서로24길,473627,233938,239688,55835,74012,106431,79095,68808,89449,99895,103509,71421,68597,78463,51742,72124,72384,69599,72243,71823,57751,57704,190127,447094,11560,11560610,영등포구
3138,2021,1분기,A,골목상권,1000711,선유서로24길,437076,217143,219934,55352,65373,92722,73182,63403,87044,92196,94855,65885,63623,72868,47653,66273,67392,66582,64896,63878,54852,53204,190127,447094,11560,11560610,영등포구
3139,2020,4분기,A,골목상권,1000711,선유서로24길,449863,224821,225043,57721,65959,94098,77748,62647,91691,95756,97733,67554,65644,74246,48929,68829,69709,69300,67070,64693,55904,54359,190127,447094,11560,11560610,영등포구
3140,2021,3분기,A,골목상권,1000710,선유로55길,395282,201022,194259,33216,91574,107755,59353,47958,55427,95699,84313,55033,54468,62659,43110,57424,58347,58745,59524,58690,51490,51062,190842,448691,11560,11560620,영등포구
3141,2021,2분기,A,골목상권,1000710,선유로55길,396484,201367,195117,34479,91939,105624,60483,48189,55772,98662,85170,54591,53441,61489,43129,58922,59465,58729,59185,58695,50556,50930,190842,448691,11560,11560620,영등포구
3142,2021,1분기,A,골목상권,1000710,선유로55길,407012,205978,201034,33277,92032,110473,60838,49891,60498,103780,87105,54811,53544,63023,44749,59974,60717,59875,59212,58759,53914,54560,190842,448691,11560,11560620,영등포구
3143,2020,4분기,A,골목상권,1000710,선유로55길,450690,228302,222390,37940,101335,120438,69681,55242,66054,114848,96627,60394,58506,69468,50846,66741,67286,67084,65842,64364,59568,59805,190842,448691,11560,11560620,영등포구
3144,2021,3분기,A,골목상권,1000709,디지털로74길,755173,344631,410542,116701,90705,132884,123515,117695,173673,99533,157637,121967,125212,170165,80657,105180,104601,105498,106420,106266,112005,115202,191779,443939,11560,11560700,영등포구
3145,2021,2분기,A,골목상권,1000709,디지털로74길,807305,366830,440475,125766,96908,141715,132024,123244,187649,98253,169629,133966,139056,182729,83670,112837,112393,114114,111244,113172,121167,122376,191779,443939,11560,11560700,영등포구
3146,2021,1분기,A,골목상권,1000709,디지털로74길,702384,323097,379287,100660,89042,126145,114067,109083,163386,81230,141637,117502,124449,163464,74102,97889,97056,96251,98206,97831,106316,108835,191779,443939,11560,11560700,영등포구
3147,2020,4분기,A,골목상권,1000709,디지털로74길,658964,302521,356443,91681,79798,115177,108133,106120,158055,69696,130824,113784,120850,155769,68041,92937,92183,92658,91826,91486,97352,100522,191779,443939,11560,11560700,영등포구
3148,2021,3분기,A,골목상권,1000708,디지털로57길,525195,259299,265895,31112,47758,77855,90301,130164,148004,135311,96355,60594,64725,96779,71431,74554,74583,74485,73049,71167,77121,80236,191137,443651,11560,11560710,영등포구
3149,2021,2분기,A,골목상권,1000708,디지털로57길,524384,257050,267334,32831,49110,82073,90221,122435,147715,139686,96639,58893,61031,95025,73111,74204,72876,72492,72390,73511,76127,82785,191137,443651,11560,11560710,영등포구
3150,2021,1분기,A,골목상권,1000708,디지털로57길,514111,252585,261526,33747,53476,80186,87701,115866,143137,136185,96726,58738,60949,91540,69974,72076,71467,71398,71938,72074,74999,80160,191137,443651,11560,11560710,영등포구
3151,2020,4분기,A,골목상권,1000708,디지털로57길,483200,235329,247870,29913,48881,77286,86308,109675,131135,126877,90218,55103,57196,86797,67010,68120,66393,66030,67724,67426,70840,76666,191137,443651,11560,11560710,영등포구
3152,2021,3분기,A,골목상권,1000707,디지털로37길,910595,451738,458858,59319,88309,145915,163286,205764,248004,231281,172150,105550,111675,169413,120526,131369,127122,129464,125026,125131,132657,139827,190955,443493,11560,11560710,영등포구
3153,2021,2분기,A,골목상권,1000707,디지털로37길,884099,434205,449894,58666,91217,145216,158088,190355,240558,218814,168806,102766,108270,168390,117054,123754,122155,122319,122222,124116,132210,137324,190955,443493,11560,11560710,영등포구
3154,2021,1분기,A,골목상권,1000707,디지털로37길,846308,415106,431202,62901,89120,135254,151561,177666,229806,206997,164081,101345,106544,158656,108685,118094,116722,117041,118279,118767,125966,131439,190955,443493,11560,11560710,영등포구
3155,2020,4분기,A,골목상권,1000707,디지털로37길,821248,400083,421165,59187,86912,134438,149827,172289,218596,202071,158041,97055,101973,154918,107189,114767,113135,112691,115053,114407,121653,129541,190955,443493,11560,11560710,영등포구
3156,2021,3분기,A,골목상권,1000706,도신로62길,678273,317393,360880,70774,98705,110024,98518,99902,200351,207746,137077,71282,69077,100848,92242,96448,94694,95332,95028,94412,98909,103450,192820,445709,11560,11560630,영등포구
3157,2021,2분기,A,골목상권,1000706,도신로62길,648552,303175,345377,74558,89964,105053,93706,96394,188875,193681,131282,69847,68070,99517,86156,91675,91311,91599,91044,90781,94576,97567,192820,445709,11560,11560630,영등포구
3158,2021,1분기,A,골목상권,1000706,도신로62길,688443,324876,363566,79173,96267,114905,95491,104708,197898,201076,141093,75362,73249,106559,91105,97367,96582,96514,97126,96642,100516,103697,192820,445709,11560,11560630,영등포구
3159,2020,4분기,A,골목상권,1000706,도신로62길,659539,307759,351782,77426,92217,105473,99119,99613,185691,193775,133789,71891,70112,102205,87766,93089,91428,91472,93570,93747,96225,100008,192820,445709,11560,11560630,영등포구
3160,2021,3분기,A,골목상권,1000705,도신로60길,480817,231795,249022,63943,61919,72598,78518,77221,126619,103430,96687,64103,66704,90803,59089,69184,68300,68267,67491,68116,70330,69127,192637,445695,11560,11560630,영등포구
3161,2021,2분기,A,골목상권,1000705,도신로60길,427621,203079,224543,61671,50947,62631,70830,67792,113750,86507,84464,59786,61773,83380,51712,61507,60812,60023,60929,60923,62316,61112,192637,445695,11560,11560630,영등포구
3162,2021,1분기,A,골목상권,1000705,도신로60길,431895,206882,225013,56942,53863,64278,68531,70023,118257,89951,85214,57908,62011,84239,52572,61409,60855,60760,61027,60783,63472,63587,192637,445695,11560,11560630,영등포구
3163,2020,4분기,A,골목상권,1000705,도신로60길,440705,209051,231651,60891,53623,62185,71483,70870,121652,92356,87624,60431,63006,84408,52880,63003,62449,61419,62144,61787,64074,65828,192637,445695,11560,11560630,영등포구
3164,2021,3분기,A,골목상권,1000704,도신로29길,387364,184879,202485,62269,46344,58105,54850,70242,95555,93619,70029,46062,49654,74213,53788,54079,54026,53032,53574,53881,58831,59943,191637,445568,11560,11560585,영등포구
3165,2021,2분기,A,골목상권,1000704,도신로29길,356712,170007,186706,56113,42813,54108,50785,63767,89126,94484,63821,39149,42263,65312,51685,49313,48568,49387,49634,48930,53965,56913,191637,445568,11560,11560585,영등포구
3166,2021,1분기,A,골목상권,1000704,도신로29길,417066,201660,215407,61631,50839,65359,59805,74114,105318,108879,79568,47410,49409,75101,56701,58520,57299,56877,58002,58680,63108,64582,191637,445568,11560,11560585,영등포구
3167,2020,4분기,A,골목상권,1000704,도신로29길,423886,200048,223839,63275,50820,64967,60408,74477,109938,112796,81387,47175,49054,75942,57533,58436,57959,57716,59315,59344,64244,66871,191637,445568,11560,11560585,영등포구
3168,2021,3분기,A,골목상권,1000703,도신로15길,823388,403209,420179,101332,117158,149179,128277,133773,193668,240157,163151,87905,87937,131086,113152,115673,115320,117086,113996,114777,120826,125708,191005,445351,11560,11560585,영등포구
3169,2021,2분기,A,골목상권,1000703,도신로15길,799244,387138,412106,101324,116109,137309,123516,128580,192404,235620,157927,83796,83861,128092,109948,111046,109724,112605,110912,110529,118952,125476,191005,445351,11560,11560585,영등포구
3170,2021,1분기,A,골목상권,1000703,도신로15길,842634,410754,431880,106598,122290,145255,134098,135408,198985,246432,171051,90773,88647,132098,113633,119350,116428,116658,115873,118536,125538,130253,191005,445351,11560,11560585,영등포구
3171,2020,4분기,A,골목상권,1000703,도신로15길,857150,413199,443952,109987,124332,146314,140486,137292,198738,250783,172846,91271,90658,135585,116010,120415,118647,117856,119725,119891,126165,134453,191005,445351,11560,11560585,영등포구
3172,2021,3분기,A,골목상권,1000702,도림천로21길,1259272,640223,619047,76865,195698,266076,224176,225744,270715,344825,259287,140347,141604,208102,165106,184391,177486,182454,178397,176781,176590,183175,191318,443127,11560,11560710,영등포구
3173,2021,2분기,A,골목상권,1000702,도림천로21길,1264085,638238,625848,77965,208656,267120,227368,213660,269318,347376,261486,138905,139909,210431,165979,180661,179976,178855,180156,181188,179864,183384,191318,443127,11560,11560710,영등포구
3174,2021,1분기,A,골목상권,1000702,도림천로21길,1159311,581736,577574,77174,195690,245595,204216,189180,247455,311866,239907,131187,131537,192266,152548,164763,164023,163151,163431,164819,166929,172194,191318,443127,11560,11560710,영등포구
3175,2020,4분기,A,골목상권,1000702,도림천로21길,1112930,560521,552410,75619,187344,237550,199067,180593,232758,297726,230168,125920,126842,184915,147360,158146,158187,158378,157594,156592,158350,165684,191318,443127,11560,11560710,영등포구
3176,2021,3분기,A,골목상권,1000701,도림로63길,335616,165560,170057,43195,36401,44267,55079,62116,94559,92888,68687,38050,37094,53919,44979,47593,47822,48252,45641,45405,49078,51824,191418,444432,11560,11560670,영등포구
3177,2021,2분기,A,골목상권,1000701,도림로63길,357362,177964,179398,46918,39220,49874,57969,65585,97794,100261,73246,38913,38224,57658,49062,50485,49581,49734,50047,50154,52593,54769,191418,444432,11560,11560670,영등포구
3178,2021,1분기,A,골목상권,1000701,도림로63길,385823,196206,189617,51700,42892,50980,64957,68751,106544,103000,77671,43341,43472,65380,52959,55167,53886,53571,53739,54788,56313,58359,191418,444432,11560,11560670,영등포구
3179,2020,4분기,A,골목상권,1000701,도림로63길,374602,192515,182087,50422,41030,49034,63575,68924,101618,102399,75915,41447,41181,62404,51256,53387,52155,51408,52621,52383,55408,57240,191418,444432,11560,11560670,영등포구
3180,2021,3분기,A,골목상권,1000700,도림로147길,231620,112217,119404,35881,27028,42884,45357,33341,47130,36506,49983,36717,36778,46822,24817,33707,33032,33443,34419,34061,32306,30652,190280,446208,11560,11560605,영등포구
3181,2021,2분기,A,골목상권,1000700,도림로147길,304947,150531,154417,45355,35432,57106,58487,45436,63128,46754,64000,48268,49143,63625,33158,43979,44372,43648,44377,44585,42915,41072,190280,446208,11560,11560605,영등포구
3182,2021,1분기,A,골목상권,1000700,도림로147길,307163,151299,155864,45539,33930,56651,58039,46131,66872,47663,63800,49152,50124,63170,33254,44221,44684,44796,44556,44176,43383,41346,190280,446208,11560,11560605,영등포구
3183,2020,4분기,A,골목상권,1000700,도림로147길,293320,146061,147259,42839,33748,53274,55773,43787,63897,44907,60877,47196,47863,60577,31897,42530,43259,42981,42293,42001,40935,39319,190280,446208,11560,11560605,영등포구
3184,2021,3분기,A,골목상권,1000699,도림로112길,655971,309139,346833,102955,76273,105550,107202,111155,152835,193876,136309,70078,70076,98441,87192,91480,92728,89845,90562,91710,97789,101857,191388,445514,11560,11560585,영등포구
3185,2021,2분기,A,골목상권,1000699,도림로112길,601045,282684,318361,95479,69355,96710,96460,99364,143679,180084,125217,63035,63448,89277,79985,83590,82188,83157,81749,82468,91056,96836,191388,445514,11560,11560585,영등포구
3186,2021,1분기,A,골목상권,1000699,도림로112길,669879,317184,352695,109373,76668,105808,107598,110057,160375,198644,145120,73005,70681,98604,83827,93560,92979,92787,93153,91902,99931,105568,191388,445514,11560,11560585,영등포구
3187,2020,4분기,A,골목상권,1000699,도림로112길,640031,297175,342857,103904,71984,102670,100913,102726,157835,186849,135695,69672,69081,97345,81389,88770,87135,87724,88952,88594,95986,102869,191388,445514,11560,11560585,영등포구
3188,2021,3분기,A,골목상권,1000698,대림로8길,892299,420085,472213,90412,112060,157083,143537,155299,233907,230611,184908,104610,104169,147247,120754,125930,125945,126190,126430,127644,129252,130907,191683,443538,11560,11560700,영등포구
3189,2021,2분기,A,골목상권,1000698,대림로8길,843942,392853,451088,84532,108652,150614,137206,144241,218696,210410,176995,101738,101118,140955,112725,120017,119396,119232,119532,120168,121494,124103,191683,443538,11560,11560700,영등포구
3190,2021,1분기,A,골목상권,1000698,대림로8길,876114,410431,465683,87594,116064,157837,143009,149385,222226,218221,180547,104885,105306,148956,118201,124559,123478,124010,123922,125542,126058,128545,191683,443538,11560,11560700,영등포구
3191,2020,4분기,A,골목상권,1000698,대림로8길,991869,464823,527048,100370,135114,171918,164879,164701,254886,271069,203692,112060,109009,160285,135755,139776,139407,139709,138985,139728,144155,150110,191683,443538,11560,11560700,영등포구
3192,2021,3분기,A,골목상권,1000697,대림로7길,246037,123018,123019,14094,32377,48159,40118,49851,61439,62406,48845,28680,29235,42844,34028,33876,35013,34793,33923,33727,37062,37642,191513,443304,11560,11560710,영등포구
